uri,Year,Name,Director,Runtime,Cast,Poster,Countries,Languages,Genres,Watches
fbIi,2017,Ezra,Jay K,147,"['Prithviraj Sukumaran', 'Priya Anand', 'Sujith Sankar', 'Tovino Thomas', 'Vijayaraghavan', 'Sudev Nair', 'Ann Sheetal', 'Babu Antony', 'Bharat Dabholkar', 'Alencier Ley Lopez', 'Rajesh Sharma', 'Prathap Pothan', 'Thara Kalyan', 'Reina Maria', 'Manikanda Rajan', 'Balu Varghese', 'Indrajith Sukumaran']",,['India'],"['Malayalam', 'Hebrew\xa0(modern)']","['horror', 'thriller']",[]
6UOM,2007,Arabikkatha,Lal Jose,150,"['Sreenivasan', 'Indrajith Sukumaran', 'Zhang Chu Min', 'Samvrutha Sunil', 'Salim Kumar', 'Jayasurya', 'Jagathy Sreekumar', 'Nedumudi Venu', 'Suraj Venjaramoodu', 'Sadiq', 'Shivaji Guruvayoor', 'M.M Ramachandran', 'Kozhikode Narayanan Nair', 'Augustine', 'Manikandan Pattambi', 'Moideen Koya K K', 'K T C Abdullah']",,['India'],"['Malayalam', 'Arabic', 'Cantonese']",['drama'],[]
gDeM,2007,Athisayan,Vinayan,136,"['Dev Das', 'Kavya Madhavan', 'Jackie Shroff', 'Karthika Mathew', 'Mukesh', 'Jagadish', 'Harisree Ashokan', 'Devan', 'Thilakan', 'Jayasurya', 'Ramu', 'Rajan P Dev', 'Nayanthara Chakravarthy', 'Bheeman Raghu', 'Indrans', 'Narayanankutty', 'Guinness Pakru', 'Tini Tom', 'Sadiq', 'Mala Aravindan', 'Augustine', 'Lakshmipriya', 'T. P. Madhavan']",,['India'],['Malayalam'],"['science-fiction', 'drama']",[]
76wU,2013,Punyalan Agarbattis,Ranjith Sankar,137,"['Jayasurya', 'Aju Varghese', 'Rachana Narayanankutty', 'Nyla Usha', 'Sreejith Ravi', 'Innocent', 'Jayaraj Warrier', 'T G Ravi', 'Mala Aravindan', 'Sunil Sukhada', 'Shivaji Guruvayoor', 'Ponnamma Babu', 'Irshad Ali', 'Vinod Kovoor', 'Sudheer Karamana', 'Idavela Babu', 'Thezni Khan']",,['India'],['Malayalam'],"['drama', 'comedy']",[]
uTuY,2022,Crimes of the Future,David Cronenberg,107,"['Viggo Mortensen', 'Léa Seydoux', 'Scott Speedman', 'Kristen Stewart', 'Welket Bungué', 'Don McKellar', 'Yorgos Pirpassopoulos', 'Tanaya Beatty', 'Nadia Litz', 'Lihi Kornowski', 'Denise Capezza', 'Efi Kantza', 'Jason Bitter', 'Tassos Karahalios', 'Sozos Sotiris', 'Penelope Tsilika', 'Mihalis Valasoglou']",,"['Canada', 'France', 'Greece', 'UK']","['English', 'French']","['horror', 'drama', 'science-fiction']","[datetime.datetime(2022, 7, 4, 0, 0)]"
7WyI,2014,Girlhood,Céline Sciamma,112,"['Karidja Touré', 'Assa Sylla', 'Lindsay Karamoh', 'Mariétou Touré', 'Idrissa Diabaté', 'Cyril Mendy', 'Tia Diagne', 'Rabah Nait Oufella', 'Damien Chapelle', 'Simina Soumaré', 'Dielika Coulibaly', 'Djibril Gueye', 'Binta Diop', ""Chance N'Guessan"", 'Nina Melo', 'Elyes Sabyani', 'Halem El Sabagh', 'Nassereba Keita']",,['France'],['French'],['drama'],"[datetime.datetime(2022, 7, 5, 0, 0)]"
5RFA,2014,Birdman or (The Unexpected Virtue of Ignorance),Alejandro González Iñárritu,120,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough', 'Amy Ryan', 'Naomi Watts', 'Lindsay Duncan', 'Merritt Wever', 'Jeremy Shamos', 'Damian Young', 'Bill Camp', 'Kenny Chin', 'Jamahl Garrison-Lowe', ""Katherine O'Sullivan"", 'Keenan Shimizu', 'Akira Ito', 'Natalie Gold', 'Michael Siberry', 'Clark Middleton', 'William Youmans', 'Paula Pell', 'David Fierro', 'Hudson Flynn', 'Warren Kelley', 'Joel Garland', 'Brent Bateman', 'Donna Lynne Champlin', 'Valentino Musumeci']",,['USA'],['English'],"['comedy', 'drama']","[datetime.datetime(2022, 7, 6, 0, 0)]"
29B4,1966,Persona,Ingmar Bergman,83,"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand', 'Jörgen Lindström']",,['Sweden'],['Swedish'],['drama'],"[datetime.datetime(2022, 7, 9, 0, 0)]"
28Ew,1991,Thelma & Louise,Ridley Scott,130,"['Geena Davis', 'Susan Sarandon', 'Harvey Keitel', 'Michael Madsen', 'Christopher McDonald', 'Brad Pitt', 'Stephen Tobolowsky', 'Timothy Carhart', 'Lucinda Jenney', 'Jason Beghe', 'Sonny Carl Davis', 'Ken Swofford', 'Shelly Desai', 'Carol Mansell', 'Stephen Polk', 'Rob Roy Fitzgerald', 'Jack Lindine', 'Michael Delman', 'Kristel L. Rose', 'Noel L. Walcott III', 'Marco St. John', 'Gregory J. Barnett', ""Robert 'Bobby Z' Zajonc"", 'Charlie Sexton']",,['USA'],['English'],"['adventure', 'crime', 'thriller', 'drama']","[datetime.datetime(2022, 7, 10, 0, 0)]"
29uC,1983,Videodrome,David Cronenberg,88,"['James Woods', 'Sonja Smits', 'Debbie Harry', 'Peter Dvorsky', 'Leslie Carlson', 'Jack Creley', 'Lynne Gorman', 'Julie Khaner', 'Reiner Schwarz', 'David Bolt', 'Lally Cadeau', 'Henry Gomez', 'Harvey Chao', 'David Tsubouchi', 'Kay Hawtrey', 'Sam Malkin', 'Bob Church', 'Jayne Eastwood', 'Franciszka Hedland', 'David Cronenberg']",,['Canada'],['English'],"['science-fiction', 'horror', 'mystery']","[datetime.datetime(2022, 7, 11, 0, 0)]"
27Lm,2002,8 Women,François Ozon,111,"['Catherine Deneuve', 'Isabelle Huppert', 'Fanny Ardant', 'Firmine Richard', 'Emmanuelle Béart', 'Virginie Ledoyen', 'Ludivine Sagnier', 'Danielle Darrieux', 'Dominique Lamure']",,"['France', 'Italy']","['French', 'English']","['thriller', 'mystery', 'comedy']","[datetime.datetime(2022, 7, 11, 0, 0)]"
2aFc,1985,Desert Hearts,Donna Deitch,91,"['Helen Shaver', 'Patricia Charbonneau', 'Audra Lindley', 'Andra Akers', 'Dean Butler', 'Gwen Welles', 'James Staley', 'Katie La Bourdette', 'Alex McArthur', 'Tyler Tyhurst', 'Denise Crosby', 'Antony Ponzini', 'Jeffrey Tambor', 'Donna Deitch']",,['USA'],['English'],"['romance', 'drama']","[datetime.datetime(2022, 7, 12, 0, 0)]"
jaiw,2011,An Hour with Alice,Jean-Paul Civeyrac,13,"['Adèle Haenel', 'Grégoire Leprince-Ringuet']",,['France'],['French'],['romance'],[]
dLd2,2016,Raw,Julia Ducournau,99,"['Garance Marillier', 'Ella Rumpf', 'Rabah Nait Oufella', 'Laurent Lucas', 'Joana Preiss', 'Bouli Lanners', 'Marion Vernoux', 'Thomas Mustin', 'Marouan Iddoub', 'Jean-Louis Sbille', 'Benjamin Boutboul', 'Virgil Leclaire', 'Anna Solomin', 'Sophie Breyer', 'Daniel Utegenova', 'Bérangère Mc Neese', 'Morgan Politi', ""Alice D'Hauwe"", 'Pierre Nisse', 'Maïté Katinka Lonne', 'Amandine Hinnekens', 'Sibylle du Plessy', 'Denis Mpunga', 'Alexis Julemont', 'Lich Jass', 'Helena Coppejans', 'Charlotte Sandersen', 'Christophe Menier', 'Julianne Binard']",,"['Belgium', 'France']",['French'],"['horror', 'drama']","[datetime.datetime(2022, 7, 14, 0, 0)]"
flhw,2017,Jomonte Suvisheshangal,Sathyan Anthikad,157,"['Dulquer Salmaan', 'Mukesh', 'Aishwarya Rajesh', 'Innocent', 'Jacob Gregory', 'Anupama Parameswaran', 'Manobala', 'Muthumani Somasundaran', 'Vinu Mohan', 'Irshad Ali', 'Shivaji Guruvayoor', 'Nandhu', 'Rasna Pavithran', 'Indu Thampi', 'Disney James', 'Ashwin Mathew', 'Sethu Lakshmi', 'Raveena Ravi']",,['India'],"['Malayalam', 'Tamil']","['drama', 'family', 'comedy']",[]
aXTo,2015,Oru Vadakkan Selfie,G. Prajith,143,"['Nivin Pauly', 'Manjima Mohan', 'Vineeth Sreenivasan', 'Aju Varghese', 'Neeraj Madhav', 'Vijayaraghavan', 'Bhagath Manuel', 'Sreelakshmi', 'P. Sukumar', 'Santhosh Keezhattoor', 'Gourav Menon', 'Pradeep Kottayam', 'Vineeth Kumar', 'Ramesh Thilak', 'Bobby Simha', 'Unni Mukundan', 'Rajesh Sharma', 'Chethan Jayalal']",,['India'],"['Malayalam', 'Tamil']","['drama', 'comedy']",[]
6pAE,2010,Malarvaadi Arts Club,Vineeth Sreenivasan,132,"['Nivin Pauly', 'Shraavan', 'Bhagath Manuel', 'Harikrishnan', 'Aju Varghese', 'Nedumudi Venu', 'Jagathy Sreekumar', 'Suraj Venjaramoodu', 'Sreenivasan', 'Kottayam Nazeer', 'Lishoy', 'Malavika Wales', 'Apoorva Bose', 'Salim Kumar', 'Janardhanan', 'Sreeram Ramachandran', 'Renjith Reghu', 'Manikandan Pattambi']",,['India'],['Malayalam'],"['comedy', 'drama']",[]
5sEM,2012,Puthiya Theerangal,Sathyan Anthikad,126,"['Namitha Pramod', 'Nedumudi Venu', 'Nivin Pauly', 'Innocent', 'Siddique', 'S P Sreekumar', 'Mallika', 'Sidhartha Siva', 'Molly Kannamaly', 'Dharmajan Bolgatty', 'M R Gopakumar']",,[],['Malayalam'],"['drama', 'comedy']",[]
1Tk2,1983,The Hunger,Tony Scott,97,"['Catherine Deneuve', 'David Bowie', 'Susan Sarandon', 'Cliff DeYoung', 'Dan Hedaya', 'Beth Ehlers', 'Rufus Collins', 'Suzanne Bertish', 'James Aubrey', 'Ann Magnuson', 'John Stephen Hill', 'Shane Rimmer', 'Douglas Lambert', 'Bessie Love', 'John Pankow', 'Willem Dafoe', 'Peter Murphy', 'Sophie Ward', 'Philip Sayer', 'Lise Hilboldt', 'Michael Howe', 'Edward Wiley', 'Richard Robles', 'George Camiller', 'Oke Wambu']",,['UK'],['English'],"['horror', 'drama']","[datetime.datetime(2022, 7, 17, 0, 0)]"
1vYs,1996,Irma Vep,Olivier Assayas,99,"['Maggie Cheung', 'Jean-Pierre Léaud', 'Nathalie Richard', 'Antoine Basler', 'Nathalie Boutefeu', 'Alex Descas', 'Dominique Faysse', 'Arsinée Khanjian', 'Bernard Nissile', 'Olivier Torres', 'Bulle Ogier', 'Lou Castel', 'Jacques Fieschi', 'Estelle Larrivaz', 'Balthazar Clémenti', 'Lara Cowez', 'Dominique Cuny', 'Jessica Doyle', 'Sandra Faure', 'Catherine Ferny', 'Maryel Ferraud', 'Filip Forgeau', 'Nicolas Giraudi', 'Valerie Guy', 'Laurent Jacquet', 'Philippe Landoulsi', 'Smaïl Mekki', 'Maurice Najman', 'Yann Richard']",,['France'],"['French', 'English']","['comedy', 'drama']","[datetime.datetime(2022, 7, 17, 0, 0)]"
299u,1977,Eraserhead,David Lynch,89,"['Jack Nance', 'Charlotte Stewart', 'Allen Joseph', 'Jeanne Bates', 'Judith Roberts', 'Laurel Near', 'V. Phipps-Wilson', 'Jack Fisk', 'Jean Lange', 'Thomas Coulson', 'John Monez', 'Darwin Joston', 'T. Max Graham', 'Hal Landon Jr.', 'Jennifer Chambers Lynch', 'Brad Keeler', 'Peggy Lynch', 'Doddie Keeler', 'Gill Dennis', 'Toby Keeler', 'Jack Walsh']",,['USA'],['English'],"['fantasy', 'horror']","[datetime.datetime(2022, 7, 17, 0, 0)]"
29n2,1996,Crash,David Cronenberg,100,"['James Spader', 'Holly Hunter', 'Elias Koteas', 'Deborah Kara Unger', 'Rosanna Arquette', 'Peter MacNeill', 'Cheryl Swarts', 'Yolande Julian', 'Nicky Guadagni', 'Ronn Sarosiak', 'Boyd Banks', 'Judah Katz', 'Markus Parilo', 'Alice Poon', 'John Stoneham Jr.', 'David Cronenberg']",,"['Canada', 'UK']",['English'],"['drama', 'thriller']","[datetime.datetime(2022, 7, 17, 0, 0)]"
69tM,2013,Chennai Express,Rohit Shetty,141,"['Shah Rukh Khan', 'Deepika Padukone', 'Nikitin Dheer', 'Manorama', 'Sathyaraj', 'Mukesh Tiwari', 'Kamini Kaushal', 'Lekh Tandon', 'Rakesh Kukreti', 'Priyamani', 'Delhi Ganesh', 'Mohan Raman', 'Yogi Babu']",,['India'],"['Hindi', 'Tamil']","['romance', 'action', 'comedy']",[]
g8pk,1989,Twin Peaks,David Lynch,116,"['Kyle MacLachlan', 'Michael Ontkean', 'Mädchen Amick', 'Dana Ashbrook', 'Richard Beymer', 'Lara Flynn Boyle', 'Sherilyn Fenn', 'Warren Frost', 'Peggy Lipton', 'James Marshall', 'Everett McGill', 'Jack Nance', 'Ray Wise', 'Joan Chen', 'Piper Laurie', 'Sheryl Lee', 'Wendy Robie', 'Russ Tamblyn', 'Eric DaRe', 'Mary Jo Deschanel', 'Harry Goaz', 'Gary Hershberger', 'Michael Horse', 'Grace Zabriskie', 'Troy Evans', 'John Boylan', 'Rodney Harvey', 'Robert Davenport', ""Jan D'Arcy""]",,['USA'],"['English', 'Norwegian']","['mystery', 'crime', 'drama', 'tv-movie']","[datetime.datetime(2022, 7, 20, 0, 0)]"
27Qw,1992,Twin Peaks: Fire Walk with Me,David Lynch,135,"['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook', 'Phoebe Augustine', 'David Bowie', 'Eric DaRe', 'Miguel Ferrer', 'Pamela Gidley', 'Heather Graham', 'Chris Isaak', 'Moira Kelly', 'Peggy Lipton', 'David Lynch', 'James Marshall', 'Jürgen Prochnow', 'Harry Dean Stanton', 'Kiefer Sutherland', 'Lenny Von Dohlen', 'Grace Zabriskie', 'Kyle MacLachlan', 'Frances Bay', 'Catherine E. Coulson', 'Michael J. Anderson', 'Frank Silva', 'Walter Olkewicz', 'Al Strobel', 'Gary Hershberger', 'Sandra Kinder']",,"['France', 'USA']",['English'],"['drama', 'mystery', 'horror']","[datetime.datetime(2022, 7, 21, 0, 0)]"
8NH4,2014,Twin Peaks: The Missing Pieces,David Lynch,91,"['Chris Isaak', 'Kiefer Sutherland', 'C.H. Evans', 'Sandra Kinder', 'Rick Aiello', 'Elizabeth McCarthy', 'Steven Beard', 'Gary Bullock', 'Kyle MacLachlan', 'David Bowie', 'Hirsh Diamant', 'Stefano Loverso', 'Jeannie Bonser', 'Alex Samorano', 'Michael J. Anderson', 'Carlton Lee Russell', 'Calvin Lockhart', 'Jürgen Prochnow', 'David Brisbin', 'Jonathan J. Leppell', 'Frances Bay', 'Frank Silva', 'Sheryl Lee', 'David Lynch', 'Miguel Ferrer', 'Dori Guterson', 'Gary Hershberger', 'Dana Ashbrook', 'Moira Kelly']",,['USA'],['English'],"['horror', 'mystery', 'crime', 'thriller']","[datetime.datetime(2022, 7, 21, 0, 0)]"
4tpm,1991,Kilukkam,Priyadarshan,155,"['Mohanlal', 'Jagathy Sreekumar', 'Revathi', 'Thilakan', 'Innocent', 'Sharat Saxena', 'Ganesh Kumar', 'Sukumari', 'Thikkurissy Sukumaran Nair', 'Devan', 'Zeenath', 'Syama', 'Santhosh K Nayar', 'Ravi Menon', 'Poojappura Ravi', 'Kollam Thulasi', 'T. P. Madhavan', 'Nandhu', 'Suvarna Mathew', 'K. G. Devaki Amma', 'Antony Perumbavoor', 'Jagadish', 'Murali', 'Krishnan Kutty Nair', 'K G Devakiyamma']",,['India'],"['Malayalam', 'English', 'Hindi']","['comedy', 'family']",[]
5Mlq,1988,Chithram,Priyadarshan,159,"['Mohanlal', 'Ranjini', 'Nedumudi Venu', 'Poornam Viswanathan', 'Sreenivasan', 'Lissy', 'M G Soman', 'Maniyanpilla Raju', 'Ganesh Kumar', 'Thikkurissy Sukumaran Nair', 'Sukumari', 'Unni Mary', 'Jagadish', 'Shanawas', 'Chandraji', 'Soorya', 'Bobby Kottarakkara']",,['India'],['Malayalam'],"['comedy', 'drama']",[]
6i3o,1992,Yoddha,Sangeeth Sivan,149,"['Mohanlal', 'Siddharth Lama', 'Madhoo', 'Jagathy Sreekumar', 'Puneet Issar', 'Urvashi', 'M S Thrippunithura', 'Oduvil Unnikrishnan', 'Jagannatha Varma', 'Sukumari', 'Meena', 'Beena Antony', 'Yubaraj Lama', 'Vineeth Anil', 'Gopal Bhutani', 'Nandhu']",,['India'],"['Malayalam', 'Hindi']","['adventure', 'comedy', 'fantasy', 'action']",[]
as1K,1990,In Harihar Nagar,"Lal, Siddique",133,"['Mukesh', 'Siddique', 'Jagadish', 'Ashokan', 'Rizabawa', 'Geetha Vijayan', 'Kaviyoor Ponnamma', 'Philomina', 'Suresh Gopi', 'Saikumar', 'Rekha', 'Paravoor Bharathan', 'Appa Haja', 'Trissur Elsy']",,['India'],['Malayalam'],"['thriller', 'comedy']",[]
5OuE,2002,Nandanam,Ranjith,145,"['Navya Nair', 'Prithviraj Sukumaran', 'Kaviyoor Ponnamma', 'Revathi', 'Siddique', 'Innocent', 'Saikumar', 'Aravind Akash', 'Jagathy Sreekumar', 'N F Varghese', 'Sudheesh', 'Kalaranjini', 'Mala Aravindan', 'Kalabhavan Mani', 'V K Sreeraman', 'Augustine', 'Jagadish', 'K. J. Yesudas', 'Jyothirmayi', 'Subbalakshmi', 'Vijayakumari', 'Meena Ganesh', 'Zeenath', 'Subair', 'Jolly Easo', 'Bindu Ramakrishnan', 'Ambika Mohan', 'Nivia Rebin', 'Gayathri Varsha']",,['India'],['Malayalam'],"['romance', 'family']",[]
2RpG,2011,Chappa Kurishu,Sameer Thahir,131,"['Vineeth Sreenivasan', 'Fahadh Faasil', 'Remya Nambeesan', 'Nivetha Thomas', 'Roma Asrani', 'Jinu Joseph', 'Sunil Sukhada']",,['India'],['Malayalam'],['thriller'],[]
6w3W,2013,Honey Bee,Lal Jr.,138,"['Asif Ali', 'Lal', 'Bhavana', 'Baburaj', 'Archana Kavi', 'Sreenath Bhasi', 'Balu Varghese', 'Vijay Babu', 'Amith Chakalakkal', 'Suresh Krishna', 'Joy Mathew', 'Praveena', 'Assim Jamal', 'Ponnamma Babu', 'Reena Basheer', 'Mythili', 'Sasi Kalinga']",,['India'],"['Malayalam', 'English']","['comedy', 'action']",[]
2MDy,2010,Pranchiyettan & The Saint,Ranjith,147,"['Mammootty', 'Innocent', 'Ganapathi S Poduval', 'Priyamani', 'Sasi Kalinga', 'Siddique', 'Khushboo', 'Jagathy Sreekumar', 'Balachandran Chullikkadu', 'Biju Menon', 'Idavela Babu', 'Jesse Fox Allen', 'Ramu', 'Shivaji Guruvayoor', 'Sreejith Ravi', 'T G Ravi', 'Jijoy Rajagopal', 'Tini Tom']",,['India'],['Malayalam'],"['family', 'comedy']",[]
hN9O,2017,Twin Peaks: The Return,David Lynch,1,"['Kyle MacLachlan', 'Sheryl Lee', 'Laura Dern', 'David Lynch', 'Miguel Ferrer', 'Chrysta Bell', 'Naomi Watts', 'Grace Zabriskie', 'Michael Horse', 'Robert Forster', 'Kimmy Robertson', 'Pierce Gagnon', 'Harry Goaz', 'Al Strobel', 'John Pirruccello', 'Don Murray', 'Mädchen Amick', 'Dana Ashbrook', 'Brent Briscoe', 'David Patrick Kelly', 'Jane Adams', 'Jim Belushi', 'Richard Beymer', 'Giselle DaMier', 'Eamon Farren', 'Patrick Fischler', 'Jennifer Jason Leigh', 'Robert Knepper', 'Erica Eynon']",,"['France', 'USA']",['English'],"['thriller', 'mystery', 'crime', 'drama']","[datetime.datetime(2022, 7, 26, 0, 0)]"
